0,1
0,4
1,0
1,2
1,5
2,1
2,3
3,2
3,7
4,8
5,1
5,4
5,6
6,2
6,10
7,6
7,11
8,9
8,12
9,5
9,13
10,9
10,11
11,7
11,15
12,13
13,14
13,17
14,10
15,11
15,14
15,19
16,12
17,13
17,16
17,18
18,14
18,22
19,15
19,18
19,23
20,16
20,24
21,17
21,20
22,21
22,23
22,26
23,19
23,27
24,20
24,25
25,21
26,22
26,25
27,23
27,26
